4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,10,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,4,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,8,8,8,0,0,9,0,0,4,4,4
4,4,4,0,0,0,0,0,0,0,0,35,0,8,8,8,0,0,9,0,0,0,9,0,0,0,9,0,0,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,9,0,0,4,4,4
4,4,4,0,0,0,0,0,0,8,8,8,0,0,9,0,0,0,9,0,0,0,9,0,0,0,9,0,0,4,4,4
4,4,4,0,0,8,8,8,0,0,9,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,9,0,0,4,4,4
4,4,4,0,0,0,9,0,0,0,9,0,0,27,9,0,0,27,9,0,0,27,9,0,0,27,9,0,0,4,4,4
4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,0,0,0,0,23,0,0,0,23,0,0,0,0,23,0,0,0,23,0,0,0,0,0,0,0,0,4,4,4
4,4,4,4,7,4,4,7,4,4,4,7,4,4,4,4,7,4,4,4,7,4,4,4,4,4,4,0,32,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,34,0,34,0,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
4,4,4,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4
4,4,4,0,0,12,0,4,0,0,16,0,16,0,4,0,0,0,27,0,4,4,4,0,12,12,12,32,0,4,4,4
4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,11,11,11,11,0,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,4,4,4
4,4,4,4,0,0,0,0,0,0,0,23,0,7,0,23,0,0,23,0,0,0,4,12,12,0,0,0,11,4,4,4
4,4,4,4,0,17,0,19,0,19,0,7,0,4,0,7,0,0,7,0,0,0,4,11,12,0,0,12,0,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,12,0,0,11,0,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,0,0,0,4,12,12,0,0,0,12,4,4,4
4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,12,11,0,0,0,11,4,4,4
4,4,4,0,0,0,0,28,4,4,4,0,21,0,21,0,0,16,0,0,4,4,4,0,0,0,0,12,0,4,4,4
4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,11,0,4,4,4
4,4,4,0,0,0,0,0,0,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,4
4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,11,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,4,4,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,4,4,4,4,4,4,4,4
4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,4,4,4,4,4,4,4,4,4,4,4,4
