14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,0,0,14,14,14,14,14,14,14,14,14,14,14
14,14,14,10,0,0,0,0,0,0,0,0,0,14,14,14
14,14,14,14,31,0,34,0,30,0,30,31,0,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14
14,14,14,0,30,0,30,0,30,0,30,0,0,14,14,14
14,14,14,0,0,0,0,0,0,0,0,0,14,14,14,14
14,14,14,0,0,30,0,30,0,30,0,30,14,14,14,14
14,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,0,31,0,31,0,31,0,0,0,0,14,14,14
14,14,14,14,14,14,14,14,14,14,0,0,0,14,14,14
14,14,14,0,0,0,0,0,0,0,0,11,0,14,14,14
14,14,14,0,0,0,0,0,0,0,0,0,0,14,14,14
14,14,14,0,0,0,0,0,0,0,0,0,11,14,14,14
14,14,14,0,0,0,0,0,0,0,0,0,0,14,14,14
14,14,14,0,0,0,0,0,0,0,0,11,0,14,14,14
14,14,14,0,0,0,0,0,0,30,0,0,0,14,14,14
14,14,14,0,0,14,14,0,14,14,14,0,0,14,14,14
14,14,14,0,0,14,0,0,0,28,14,0,0,14,14,14
14,14,14,0,0,14,0,11,0,0,14,0,0,14,14,14
14,14,14,0,0,14,14,0,0,0,14,0,0,14,14,14
14,14,14,0,0,14,0,0,0,28,14,0,0,14,14,14
14,14,14,0,0,14,0,11,0,0,14,0,0,14,14,14
14,14,14,0,0,14,14,0,0,0,14,0,0,14,14,14
14,14,14,0,0,14,0,0,0,28,14,0,0,14,14,14
14,14,14,0,0,14,0,11,0,0,14,0,0,14,14,14
14,14,14,0,0,14,14,0,0,0,14,0,0,14,14,14
14,14,14,0,0,14,0,0,0,28,14,0,0,14,14,14
14,14,14,0,0,14,0,11,0,0,14,0,0,14,14,14
14,14,14,0,0,14,14,0,0,0,14,0,0,14,14,14
14,14,14,13,13,14,0,0,0,28,14,13,13,14,14,14
14,14,14,14,14,14,0,11,0,0,14,14,14,14,14,14
14,14,14,14,14,14,14,0,0,0,0,0,0,14,14,14
14,14,14,14,14,14,14,14,14,14,0,0,0,14,14,14
14,14,14,0,0,0,0,0,0,0,0,11,0,14,14,14
14,14,14,0,0,0,0,0,0,0,0,0,0,14,14,14
14,14,14,0,0,0,0,0,0,31,0,0,28,14,14,14
14,14,14,33,0,11,11,0,14,14,0,14,14,14,14,14
14,14,14,14,13,13,13,13,14,14,13,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
