3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,10,0,3,3,3
3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3
3,3,3,0,11,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,11,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,11,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,8,8,8,0,0,0,0,0,0,3,3,3
3,3,3,0,0,9,0,0,0,0,0,0,0,3,3,3
3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,2,2,2,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,35,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,2,2,2,3,3,3
3,3,3,0,0,0,2,2,2,0,0,0,0,3,3,3
3,3,3,0,0,11,0,0,0,0,0,0,0,3,3,3
3,3,3,32,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,11,11,11,11,11,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,11,0,12,12,3,3,3
3,3,3,0,0,0,0,0,0,0,8,8,8,3,3,3
3,3,3,0,0,0,0,0,0,0,0,9,0,3,3,3
3,3,3,0,0,0,0,8,8,8,0,9,0,3,3,3
3,3,3,0,0,11,0,0,9,0,0,9,0,3,3,3
3,3,3,12,12,12,0,0,3,3,3,3,3,3,3,3
3,3,3,8,8,8,0,0,35,0,0,0,0,3,3,3
3,3,3,0,9,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,9,0,8,8,8,0,0,0,0,3,3,3
3,3,3,0,9,0,0,9,0,0,0,0,0,3,3,3
3,3,3,3,3,3,3,3,3,0,11,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,11,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,35,0,11,3,3,3
3,3,3,0,0,0,11,0,0,0,0,0,0,3,3,3
3,3,3,0,11,0,0,0,8,8,8,8,8,3,3,3
3,3,3,0,0,12,12,12,0,0,9,0,0,3,3,3
3,3,3,11,0,3,3,3,3,3,3,3,3,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,11,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,12,0,0,0,0,0,0,3,3,3
3,3,3,0,0,8,8,8,0,0,0,35,0,3,3,3
3,3,3,0,0,0,9,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,9,0,0,8,8,8,0,3,3,3
3,3,3,27,0,0,9,0,0,0,9,0,0,3,3,3
3,3,3,3,3,3,3,3,3,3,3,0,11,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,8,8,8,0,3,3,3
3,3,3,0,0,0,12,12,12,0,9,0,0,3,3,3
3,3,3,0,0,0,8,8,8,0,9,0,0,3,3,3
3,3,3,0,33,0,0,9,0,32,9,27,0,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
