14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,30,0,0,14,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,31,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,16,19,0,21,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,16,0,0,0,2,15,2,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,14,14,14,14,14,0,0,0,14,14,14,14,14,14,0,0,0,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,11,0,0,28,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,2,15,15,2,0,0,0,0,0,0,17,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,30,0,0,14,0,0,0,0,23,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,28,0,14,14,14,14,14,0,0,0,0,0,28,0,0,0,0,0,28,14,0,0,0,0,0,0,0,0,0,19,0,0,0,2,15,2,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,0,0,14,0,31,0,0,14,0,0,14,0,7,0,0,0,14,0,0,14,0,16,19,0,21,0,0,34,0,0,0,0,0,0,17,14,0,11,0,0,28,0,11,0,14,0,0,31,30,14,0,0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,16,0,0,0,0,2,15,15,2,0,0,19,0,0,0,19,0,0,0,0,0,0,14,14,0,31,14,0,0,14,14,14
14,14,14,0,0,0,0,0,30,0,30,0,0,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,17,14,14,0,0,0,0,0,0,0,0,14,14,0,31,31,30,0,11,11,11,11,11,11,11,11,11,11,11,11,0,0,2,15,15,2,0,0,16,0,0,0,0,2,15,2,0,0,15,15,0,0,0,31,0,0,0,0,0,0,0,0,14,14,14
14,14,14,0,0,0,0,0,31,0,31,0,0,0,0,0,30,0,0,0,0,0,0,0,23,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,17,14,14,14,11,0,0,11,0,11,0,0,14,14,14,30,31,31,11,1,1,24,1,1,1,24,1,1,1,24,1,14,0,0,0,0,0,0,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,30,30,31,0,34,0,27,0,0,10,14,14,14
