3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,3
3,3,3,0,0,0,0,0,35,0,0,0,10,3,3,3
3,3,3,0,11,0,0,0,0,0,8,8,8,3,3,3
3,3,3,0,0,0,8,8,8,0,0,9,0,3,3,3
3,3,3,11,0,0,0,9,0,0,0,9,0,3,3,3
3,3,3,0,0,0,0,9,0,11,0,9,0,3,3,3
3,3,3,0,11,0,0,9,0,0,0,9,0,3,3,3
3,3,3,0,0,0,8,8,8,8,8,9,0,3,3,3
3,3,3,0,0,0,0,0,9,0,0,9,0,3,3,3
3,3,3,0,0,11,0,0,9,0,0,9,0,3,3,3
3,3,3,0,0,0,0,0,9,0,0,9,0,3,3,3
3,3,3,8,8,8,0,0,9,0,0,9,0,3,3,3
3,3,3,0,9,0,0,0,9,0,0,9,0,3,3,3
3,3,3,11,11,11,11,0,11,11,11,11,11,3,3,3
5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5
5,5,5,1,1,6,1,5,5,5,1,1,1,5,5,5
5,5,5,1,1,6,1,1,1,1,1,26,1,5,5,5
5,5,5,1,1,6,1,25,1,1,1,1,1,5,5,5
5,5,5,5,5,5,1,1,1,1,12,12,1,5,5,5
5,5,5,1,1,1,1,1,1,5,5,5,1,5,5,5
5,5,5,1,26,1,1,12,1,1,1,1,6,5,5,5
5,5,5,1,1,5,5,5,1,1,1,1,6,5,5,5
5,5,5,1,1,1,1,1,1,25,1,1,6,5,5,5
5,5,5,1,1,1,25,1,6,1,5,5,5,5,5,5
5,5,5,1,1,1,1,1,6,1,1,1,1,5,5,5
5,5,5,1,1,6,1,5,5,5,1,1,1,5,5,5
5,5,5,1,1,6,1,1,1,1,1,25,1,5,5,5
5,5,5,1,5,5,5,1,26,1,1,1,1,5,5,5
5,5,5,1,1,1,1,1,1,5,5,5,1,5,5,5
5,5,5,1,1,1,1,25,1,1,1,1,1,5,5,5
5,5,5,1,12,12,1,1,1,6,1,25,1,5,5,5
5,5,5,5,5,5,1,1,1,6,1,1,1,5,5,5
5,5,5,1,1,1,1,5,5,5,1,1,1,5,5,5
5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5
5,5,5,1,1,6,1,1,1,1,1,26,1,5,5,5
5,5,5,1,1,6,1,1,1,1,1,1,1,5,5,5
5,5,5,1,1,6,1,12,1,5,5,5,1,5,5,5
5,5,5,1,1,5,5,5,1,1,1,1,1,5,5,5
5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5
5,5,5,1,1,1,1,1,1,1,6,1,1,5,5,5
5,5,5,1,1,24,1,1,1,1,6,1,24,5,5,5
5,5,5,1,1,1,1,1,1,1,6,1,1,5,5,5
5,5,5,1,5,5,5,1,1,1,5,5,5,5,5,5
5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5
5,5,5,1,6,1,1,1,24,12,12,1,1,5,5,5
5,5,5,1,6,1,1,1,1,5,5,5,1,5,5,5
5,5,5,1,6,1,1,1,26,1,1,1,1,5,5,5
5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5
5,5,5,1,1,1,12,1,1,1,1,24,1,5,5,5
5,5,5,1,1,5,5,5,1,1,12,12,1,5,5,5
5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5
5,5,5,1,1,32,1,1,1,26,1,1,1,5,5,5
5,5,5,1,5,5,5,1,24,1,1,1,1,5,5,5
5,5,5,1,1,1,1,1,1,5,5,5,1,5,5,5
5,5,5,1,1,25,1,1,1,1,1,6,1,5,5,5
5,5,5,1,1,1,1,5,5,5,1,6,1,5,5,5
5,5,5,1,1,1,1,25,1,1,1,6,1,5,5,5
5,5,5,1,12,12,1,6,1,1,5,5,5,5,5,5
5,5,5,1,5,5,5,6,1,1,1,1,1,5,5,5
5,5,5,1,1,1,1,6,1,12,1,1,1,5,5,5
5,5,5,1,1,1,24,5,5,5,1,1,1,5,5,5
5,5,5,1,33,1,1,1,1,1,1,1,1,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
